,Dependents,tenure,OnlineSecurity,OnlineBackup,InternetService,DeviceProtection,TechSupport,Contract,PaperlessBilling,MonthlyCharges,Churn
348,No,2,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,19.9,No
349,No,2,No,No,DSL,No,No,Month-to-month,Yes,25.05,Yes
350,No,24,No,No,Fiber optic,No,No,Month-to-month,Yes,93.55,Yes
351,No,26,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.65,No
352,No,69,Yes,Yes,Fiber optic,Yes,Yes,One year,Yes,107.2,No
353,No,69,No,Yes,Fiber optic,No,No,One year,Yes,95.65,No
354,No,10,No,No,Fiber optic,No,No,Month-to-month,Yes,85.25,Yes
355,No,3,No,No,Fiber optic,No,No,Month-to-month,No,75.0,Yes
356,No,1,No,No,DSL,No,No,Month-to-month,Yes,50.1,Yes
357,No,38,No,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,84.25,Yes
358,No,1,No,Yes,Fiber optic,No,No,Month-to-month,Yes,90.85,Yes
359,Yes,55,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.1,No
360,Yes,18,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.25,No
361,No,38,No,No,Fiber optic,No,No,Month-to-month,No,94.75,No
362,No,10,No,No,Fiber optic,No,No,Month-to-month,No,70.15,No
363,Yes,53,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.9,No
364,No,37,No,No,DSL,Yes,No,Month-to-month,Yes,40.2,No
365,No,46,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,21.1,No
366,Yes,4,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.05,No
367,No,1,No,No,DSL,Yes,No,Month-to-month,Yes,49.65,Yes
368,No,57,No,Yes,Fiber optic,Yes,No,Month-to-month,No,94.0,No
369,No,10,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.75,No
370,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,78.95,Yes
371,No,26,No,No,DSL,No,Yes,One year,No,59.45,No
372,Yes,25,Yes,Yes,DSL,Yes,No,One year,Yes,61.6,No
373,No,1,No,No,DSL,No,No,Month-to-month,No,44.0,No
374,Yes,67,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,111.2,No
375,Yes,35,No,No,DSL,No,Yes,One year,Yes,73.45,No
376,No,2,No,No,Fiber optic,No,No,Month-to-month,No,70.35,No
377,No,4,No,Yes,Fiber optic,No,No,Month-to-month,No,77.95,Yes
378,No,34,Yes,Yes,DSL,No,No,One year,No,64.35,No
379,No,71,No,Yes,Fiber optic,Yes,No,One year,Yes,105.7,No
380,No,28,No,No,Fiber optic,No,Yes,Month-to-month,No,76.55,No
381,Yes,6,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.2,No
382,No,43,No,No,Fiber optic,No,No,Month-to-month,Yes,75.35,No
383,No,10,No,No,DSL,Yes,Yes,Month-to-month,No,54.25,No
384,No,57,Yes,Yes,DSL,No,Yes,Two year,Yes,59.75,No
385,Yes,34,Yes,No,DSL,No,No,One year,No,30.4,No
386,No,6,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,78.95,No
387,No,29,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.35,No
388,Yes,70,Yes,No,DSL,No,Yes,Two year,No,75.35,No
389,No,13,No,No,Fiber optic,No,No,Month-to-month,Yes,91.1,Yes
390,No,17,No,No,Fiber optic,No,No,Month-to-month,Yes,70.0,Yes
391,Yes,56,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,24.45,No
392,Yes,66,No,Yes,Fiber optic,Yes,Yes,One year,Yes,108.45,No
393,Yes,67,Yes,Yes,DSL,No,No,Two year,No,36.15,No
394,Yes,38,Yes,Yes,DSL,Yes,Yes,One year,No,74.05,No
395,Yes,35,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.7,No
396,No,43,Yes,No,Fiber optic,No,No,Month-to-month,Yes,75.2,Yes
397,Yes,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.55,No
398,No,53,No,No,DSL,Yes,Yes,One year,No,54.9,No
399,No,15,No,No,Fiber optic,Yes,No,Month-to-month,No,85.3,No
400,No,9,No,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,94.85,Yes
401,No,51,Yes,Yes,DSL,No,Yes,One year,Yes,60.5,No
402,Yes,63,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.15,No
403,No,56,No,No,Fiber optic,Yes,Yes,Two year,No,103.2,No
404,Yes,44,No,Yes,Fiber optic,Yes,No,One year,No,94.4,No
405,No,3,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,79.1,Yes
406,No,13,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,106.9,Yes
407,No,3,No,No,Fiber optic,No,No,Month-to-month,Yes,75.8,Yes
408,No,5,No,No,DSL,No,No,Month-to-month,No,45.7,Yes
409,No,69,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,97.65,No
410,No,39,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.7,No
411,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,93.55,Yes
412,Yes,16,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,112.95,No
413,No,9,No,No,DSL,No,No,Month-to-month,No,59.9,No
414,No,8,No,No,Fiber optic,No,No,Month-to-month,Yes,85.2,Yes
415,No,46,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.6,No
416,No,7,No,Yes,Fiber optic,No,No,Month-to-month,Yes,78.55,No
417,No,64,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.55,No
418,Yes,68,Yes,Yes,DSL,Yes,Yes,Two year,Yes,89.05,No
419,Yes,22,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.15,No
420,No,14,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.35,No
421,Yes,59,No,Yes,Fiber optic,No,Yes,Month-to-month,Yes,96.65,No
422,No,30,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,79.65,Yes
423,No,65,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.75,No
424,Yes,61,No,Yes,Fiber optic,No,No,Month-to-month,Yes,99.15,Yes
425,Yes,17,No,No,Fiber optic,Yes,No,Month-to-month,No,88.25,Yes
426,No,72,Yes,No,Fiber optic,No,No,Two year,No,80.45,No
427,No,25,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.9,No
428,No,53,No,No,Fiber optic,Yes,No,One year,Yes,94.85,Yes
429,Yes,49,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,107.95,Yes
430,No,11,No,No,DSL,Yes,Yes,One year,No,53.8,No
431,No,62,Yes,Yes,DSL,No,No,One year,Yes,74.3,No
432,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,18.85,Yes
433,Yes,66,Yes,Yes,DSL,Yes,Yes,Two year,No,79.4,Yes
434,No,17,No,No,Fiber optic,No,No,Month-to-month,No,92.6,No
435,No,29,Yes,Yes,DSL,No,Yes,One year,No,39.5,No
436,No,1,No,No,DSL,No,No,Month-to-month,No,25.25,No
437,No,72,No,Yes,Fiber optic,Yes,Yes,Two year,No,111.65,No
438,No,3,No,Yes,Fiber optic,No,No,Month-to-month,Yes,81.35,Yes
439,Yes,27,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.5,No
440,No,6,No,Yes,Fiber optic,No,No,Month-to-month,Yes,90.75,No
441,No,13,No,No,Fiber optic,Yes,No,Month-to-month,Yes,96.85,No
442,No,67,Yes,No,Fiber optic,Yes,Yes,One year,Yes,111.25,No
443,Yes,67,No,Yes,Fiber optic,No,Yes,One year,Yes,106.6,No
444,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,69.6,Yes
445,Yes,30,No,No,Fiber optic,No,No,Month-to-month,No,85.45,No
446,No,4,No,No,DSL,No,No,Month-to-month,Yes,56.4,No
447,Yes,52,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.6,No
448,Yes,2,Yes,No,DSL,No,No,Month-to-month,Yes,61.2,No
449,No,40,No,Yes,DSL,No,No,Month-to-month,Yes,50.15,No
450,No,2,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.35,No
451,Yes,52,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.1,No
452,Yes,71,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.9,No
453,No,29,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.35,No
454,No,26,No,No,Fiber optic,No,No,Month-to-month,Yes,78.8,No
455,No,72,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,25.7,No
456,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,72.1,No
457,No,63,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.25,No
458,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,69.8,Yes
459,Yes,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.45,No
460,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,69.65,Yes
461,No,40,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,20.6,No
462,No,1,No,No,DSL,No,No,Month-to-month,Yes,44.3,No
463,Yes,21,Yes,No,DSL,Yes,No,One year,No,64.85,No
464,Yes,58,Yes,No,DSL,Yes,Yes,Two year,No,59.75,No
465,No,47,Yes,Yes,DSL,No,Yes,One year,No,39.65,No
466,No,18,No internet service,No internet service,No,No internet service,No internet service,One year,No,23.75,No
467,Yes,8,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.85,No
468,Yes,29,Yes,Yes,DSL,Yes,Yes,One year,Yes,55.35,No
469,No,10,No,No,DSL,Yes,No,Month-to-month,No,29.5,Yes
470,Yes,7,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.05,No
471,Yes,72,Yes,Yes,DSL,Yes,Yes,Two year,Yes,91.95,No
472,No,49,No,No,Fiber optic,No,No,Month-to-month,Yes,84.5,No
473,No,2,No,No,DSL,No,No,Month-to-month,Yes,45.25,Yes
474,Yes,48,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.65,No
475,No,41,Yes,Yes,Fiber optic,Yes,No,One year,Yes,104.45,No
476,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,One year,Yes,104.9,No
477,Yes,52,No,No,DSL,Yes,No,One year,Yes,50.95,No
478,No,9,No,No,Fiber optic,No,No,Month-to-month,Yes,83.3,Yes
479,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,77.15,Yes
480,No,27,No,Yes,DSL,Yes,Yes,One year,No,78.2,No
481,No,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,26.45,No
482,No,34,No,No,Fiber optic,No,No,Month-to-month,No,69.15,No
483,No,46,No,No,Fiber optic,Yes,No,Month-to-month,Yes,98.85,No
484,No,71,No,Yes,Fiber optic,Yes,Yes,One year,Yes,113.15,No
485,Yes,14,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,19.5,No
486,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,74.7,Yes
487,No,6,No,No,DSL,No,No,Month-to-month,No,50.35,No
488,Yes,14,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.7,No
489,Yes,40,Yes,Yes,DSL,No,Yes,One year,No,40.25,No
490,No,22,No,No,Fiber optic,No,No,Month-to-month,Yes,85.1,Yes
491,No,69,Yes,Yes,DSL,Yes,Yes,Two year,No,90.65,No
492,No,2,No,No,DSL,No,No,Month-to-month,No,44.6,Yes
493,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.1,Yes
494,No,69,No,No,Fiber optic,Yes,Yes,Two year,No,104.0,No
495,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,79.7,Yes
496,No,61,No,No,Fiber optic,Yes,Yes,One year,Yes,103.3,No
497,No,33,No,Yes,Fiber optic,No,No,Month-to-month,Yes,80.6,Yes
498,No,20,Yes,No,DSL,No,Yes,One year,No,54.0,No
499,No,12,No,Yes,DSL,No,Yes,Month-to-month,Yes,54.3,No
500,Yes,24,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.75,No
501,No,13,Yes,Yes,DSL,No,Yes,Month-to-month,No,67.8,No
502,No,72,Yes,Yes,DSL,Yes,Yes,Two year,No,92.0,No
503,Yes,67,Yes,No,DSL,No,No,Two year,No,50.9,No
504,No,71,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.05,No
505,Yes,32,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,19.45,No
506,No,50,No,Yes,Fiber optic,No,No,Month-to-month,Yes,88.05,Yes
507,No,42,No,No,DSL,Yes,No,Month-to-month,No,55.65,No
508,Yes,69,Yes,Yes,DSL,Yes,Yes,Two year,No,46.25,No
509,No,30,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.05,No
510,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.25,No
511,No,43,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,103.0,Yes
512,No,15,No,No,Fiber optic,No,No,Month-to-month,No,88.15,Yes
513,No,34,No,No,Fiber optic,No,No,Month-to-month,Yes,70.0,Yes
514,No,49,No,No,Fiber optic,No,No,Month-to-month,Yes,96.2,Yes
515,No,6,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.65,No
516,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,93.85,Yes
517,No,59,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,106.75,Yes
518,Yes,71,No,Yes,Fiber optic,No,Yes,Two year,Yes,84.8,No
519,Yes,3,Yes,No,DSL,No,No,Month-to-month,No,29.7,Yes
520,No,47,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.65,No
521,No,32,No,No,Fiber optic,Yes,No,Month-to-month,Yes,81.1,No
522,Yes,5,No,No,DSL,No,Yes,Month-to-month,Yes,51.0,No
523,No,35,Yes,No,DSL,Yes,No,One year,No,53.15,No
524,No,36,No,No,Fiber optic,No,No,Month-to-month,Yes,95.4,No
525,No,43,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,25.7,No
526,No,2,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.3,No
527,No,48,No,Yes,Fiber optic,Yes,No,Two year,Yes,108.1,No
528,No,14,No,No,Fiber optic,No,No,Month-to-month,Yes,92.9,No
529,Yes,48,No,Yes,DSL,No,No,One year,No,29.9,No
530,Yes,30,Yes,No,DSL,No,Yes,Month-to-month,No,66.3,No
531,No,41,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.65,No
532,No,9,No,No,Fiber optic,No,No,Month-to-month,Yes,74.05,No
533,Yes,1,No,No,DSL,No,No,Month-to-month,Yes,44.4,Yes
534,No,43,No,No,Fiber optic,No,No,One year,No,94.35,No
535,No,8,Yes,No,DSL,Yes,No,Month-to-month,Yes,66.7,No
536,Yes,31,Yes,No,Fiber optic,Yes,No,One year,No,98.05,No
537,Yes,64,Yes,Yes,Fiber optic,No,Yes,Two year,No,110.3,No
538,Yes,24,Yes,Yes,DSL,Yes,No,One year,No,57.6,No
539,No,66,Yes,No,DSL,Yes,Yes,Two year,Yes,61.35,No
540,Yes,54,No,No,DSL,Yes,No,Two year,No,63.35,No
541,No,60,Yes,No,DSL,Yes,No,Two year,No,53.6,No
542,Yes,5,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,25.9,Yes
543,No,54,Yes,Yes,DSL,No,Yes,One year,No,82.45,Yes
544,Yes,41,No,No,Fiber optic,Yes,Yes,One year,Yes,102.6,Yes
545,No,5,Yes,Yes,Fiber optic,No,No,Month-to-month,No,80.7,No
546,No,51,No,Yes,DSL,No,No,Month-to-month,Yes,30.05,No
547,No,64,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,108.95,No
548,No,64,Yes,Yes,DSL,Yes,Yes,Two year,Yes,74.35,No
549,No,54,No,No,DSL,No,No,One year,Yes,70.15,Yes
550,No,72,Yes,Yes,Fiber optic,Yes,No,Two year,Yes,112.4,No
551,Yes,47,No,Yes,DSL,No,No,Month-to-month,No,54.25,No
552,No,3,No,No,Fiber optic,No,No,Month-to-month,Yes,78.5,Yes
553,No,11,No,Yes,DSL,Yes,Yes,Month-to-month,Yes,60.9,No
554,No,18,Yes,Yes,DSL,No,Yes,One year,Yes,40.2,No
555,Yes,68,No,Yes,DSL,Yes,Yes,Two year,No,85.3,No
556,No,6,Yes,No,Fiber optic,No,No,Month-to-month,Yes,74.1,No
557,No,4,No,No,Fiber optic,No,No,Month-to-month,Yes,74.9,Yes
558,No,2,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.0,No
559,No,72,Yes,Yes,DSL,Yes,Yes,Two year,No,79.2,No
560,No,35,Yes,Yes,DSL,Yes,No,Month-to-month,No,60.55,No
561,No,10,No,No,DSL,Yes,No,Month-to-month,Yes,67.8,No
562,No,16,No,No,Fiber optic,No,No,Month-to-month,Yes,78.75,No
563,No,1,No,No,DSL,No,No,Month-to-month,Yes,45.7,Yes
564,No,9,No,No,DSL,No,No,Month-to-month,No,44.95,Yes
565,No,1,No,No,DSL,No,No,Month-to-month,Yes,44.45,Yes
566,No,70,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,113.0,No
567,No,5,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.95,No
568,No,9,No,No,Fiber optic,No,No,Month-to-month,Yes,90.8,Yes
569,No,32,No,Yes,Fiber optic,Yes,No,Month-to-month,No,106.35,Yes
570,No,24,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,104.25,Yes
571,No,1,Yes,No,DSL,No,No,Month-to-month,Yes,49.8,No
572,Yes,69,No,Yes,Fiber optic,No,Yes,Two year,Yes,93.3,No
573,Yes,1,No,No,Fiber optic,No,No,Month-to-month,Yes,90.85,Yes
574,No,71,Yes,Yes,Fiber optic,No,No,One year,No,95.65,No
575,No,5,Yes,No,DSL,No,Yes,Month-to-month,Yes,55.75,No
576,No,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.75,No
577,No,4,No,No,DSL,No,No,Month-to-month,No,45.65,Yes
578,No,6,No,No,DSL,No,Yes,Month-to-month,Yes,50.8,Yes
579,No,28,No,Yes,DSL,No,Yes,Month-to-month,No,54.65,No
580,No,9,Yes,No,Fiber optic,No,No,Month-to-month,Yes,74.25,Yes
581,No,12,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.45,No
582,No,69,No,Yes,Fiber optic,No,Yes,Two year,No,105.4,No
583,Yes,68,Yes,No,Fiber optic,Yes,No,Two year,No,80.35,No
584,No,18,No,No,DSL,Yes,Yes,One year,Yes,82.0,Yes
585,No,16,No,No,Fiber optic,No,Yes,Month-to-month,Yes,89.05,Yes
586,Yes,44,No,Yes,DSL,No,No,One year,Yes,77.55,No
587,Yes,29,Yes,No,DSL,No,Yes,One year,No,69.05,No
588,No,39,No,No,Fiber optic,No,No,Month-to-month,Yes,95.65,Yes
589,No,7,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.5,No
590,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,94.0,Yes
591,No,53,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.05,No
592,Yes,55,Yes,No,DSL,No,No,One year,No,59.45,No
593,No,72,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,116.75,No
594,Yes,58,No,No,Fiber optic,Yes,Yes,One year,Yes,105.05,No
595,No,1,No,No,DSL,Yes,Yes,Month-to-month,Yes,75.5,No
596,No,22,No,No,Fiber optic,No,No,Month-to-month,Yes,96.7,Yes
597,No,19,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,88.8,No
598,Yes,67,No,Yes,Fiber optic,No,Yes,Two year,No,94.1,No
599,Yes,66,Yes,Yes,Fiber optic,No,Yes,One year,Yes,110.6,No
600,Yes,53,Yes,No,DSL,No,Yes,Month-to-month,No,71.85,No
601,No,65,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.35,No
602,No,49,Yes,Yes,DSL,Yes,Yes,Two year,No,67.4,No
603,No,39,No,No,DSL,No,Yes,Two year,Yes,53.85,No
604,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.65,Yes
605,Yes,22,No,No,Fiber optic,No,No,Month-to-month,Yes,80.15,No
606,Yes,18,No,No,DSL,No,No,Month-to-month,No,55.95,No
607,Yes,60,No internet service,No internet service,No,No internet service,No internet service,One year,No,23.95,No
608,Yes,55,No,No,Fiber optic,No,No,Month-to-month,No,85.5,No
609,No,46,No,No,DSL,No,No,Month-to-month,No,44.95,No
610,No,65,Yes,No,DSL,Yes,No,Month-to-month,Yes,55.15,No
611,No,61,No,Yes,Fiber optic,No,Yes,Two year,Yes,94.1,Yes
612,Yes,7,No,No,Fiber optic,No,No,Month-to-month,Yes,71.05,No
613,No,22,No,No,Fiber optic,No,No,Month-to-month,Yes,74.4,Yes
614,Yes,52,No,Yes,Fiber optic,No,Yes,Month-to-month,Yes,93.25,No
615,No,45,No,Yes,Fiber optic,No,No,Month-to-month,Yes,89.3,Yes
616,No,41,No,No,DSL,Yes,No,One year,No,65.0,No
617,No,48,Yes,Yes,DSL,Yes,No,One year,Yes,83.45,No
618,No,15,No,No,DSL,No,No,Month-to-month,Yes,48.8,No
619,No,1,No,No,Fiber optic,No,No,Month-to-month,No,70.5,Yes
620,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.2,Yes
621,No,1,No,No,Fiber optic,No,No,Month-to-month,No,80.5,Yes
622,No,1,Yes,No,DSL,No,No,Month-to-month,Yes,48.6,Yes
623,Yes,70,Yes,No,DSL,No,Yes,Two year,Yes,80.6,No
625,Yes,14,Yes,Yes,DSL,Yes,Yes,Two year,No,76.1,No
626,Yes,28,No,Yes,DSL,No,No,One year,Yes,39.1,No
627,Yes,9,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.25,No
628,No,10,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,94.85,Yes
629,No,60,No,Yes,DSL,No,No,Two year,Yes,49.45,No
630,Yes,4,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.5,No
631,Yes,17,Yes,No,DSL,No,No,Month-to-month,Yes,50.3,No
632,Yes,19,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.85,No
633,No,30,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,95.0,No
634,No,67,Yes,Yes,Fiber optic,Yes,Yes,One year,Yes,105.4,No
635,Yes,71,Yes,Yes,DSL,No,Yes,Two year,No,58.65,No
636,Yes,58,No,No,Fiber optic,No,No,Two year,No,82.5,No
637,No,68,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,95.9,No
638,Yes,26,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,105.45,No
639,No,36,No,No,DSL,Yes,No,One year,No,55.8,No
640,Yes,34,No,No,Fiber optic,Yes,No,Month-to-month,No,87.45,Yes
